timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1770026216269,3,Get Tasks,401,Unauthorized,API Operations 2-1,text,false,,260,232,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,3,0,0
1770026216275,108,Get Dashboard Analytics,401,Unauthorized,API Operations 2-1,text,false,,260,246,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,107,0,0
1770026216270,113,Login User,200,OK,Authentication Flow 1-1,text,true,,473,320,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,113,0,0
1770026216386,2,Login User (API Ops),400,Bad Request,API Operations 2-1,text,false,,274,362,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,2,0,0
1770026216384,8,Health Check,200,OK,Authentication Flow 1-1,text,true,,288,232,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,8,0,0
1770026216393,2,Register User,400,Bad Request,Authentication Flow 1-1,text,false,,275,381,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,2,0,0
1770026216395,2,Get Projects,401,Unauthorized,API Operations 2-1,text,false,,260,235,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,2,0,0
1770026216398,164,Get Tasks,401,Unauthorized,API Operations 2-1,text,false,,260,232,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,163,0,0
1770026216396,166,Login User,200,OK,Authentication Flow 1-1,text,true,,473,320,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,166,0,0
1770026216563,2,Get Dashboard Analytics,401,Unauthorized,API Operations 2-1,text,false,,260,246,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,2,0,0
1770026216567,2,Login User (API Ops),400,Bad Request,API Operations 2-1,text,false,,274,362,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,2,0,0
1770026216570,3,Get Projects,401,Unauthorized,API Operations 2-1,text,false,,260,235,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,3,0,0
1770026216566,8,Health Check,200,OK,Authentication Flow 1-1,text,true,,288,232,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,8,0,0
1770026216575,3,Get Tasks,401,Unauthorized,API Operations 2-1,text,false,,260,232,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,3,0,0
1770026216575,6,Register User,400,Bad Request,Authentication Flow 1-1,text,false,,275,382,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,6,0,0
1770026216579,3,Get Dashboard Analytics,401,Unauthorized,API Operations 2-1,text,false,,260,246,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,3,0,0
1770026216583,6,Login User (API Ops),400,Bad Request,API Operations 2-1,text,false,,274,362,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,6,0,0
1770026216584,104,Login User,200,OK,Authentication Flow 1-1,text,true,,473,320,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,104,0,0
1770026216592,97,Get Projects,401,Unauthorized,API Operations 2-1,text,false,,260,235,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,97,0,0
1770026216691,3,Get Tasks,401,Unauthorized,API Operations 2-1,text,false,,260,232,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,3,0,0
1770026216690,2,Health Check,200,OK,Authentication Flow 1-1,text,true,,288,232,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,2,0,0
1770026216698,2,Get Dashboard Analytics,401,Unauthorized,API Operations 2-1,text,false,,260,246,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,2,0,0
1770026216698,3,Register User,400,Bad Request,Authentication Flow 1-1,text,false,,275,381,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,3,0,0
1770026216701,9,Login User (API Ops),400,Bad Request,API Operations 2-1,text,false,,274,362,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,9,0,0
1770026216711,159,Get Projects,401,Unauthorized,API Operations 2-1,text,false,,260,235,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,159,0,0
1770026216702,169,Login User,200,OK,Authentication Flow 1-1,text,true,,473,320,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,169,0,0
1770026216872,6,Get Tasks,401,Unauthorized,API Operations 2-1,text,false,,260,232,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,3,0,0
1770026216879,7,Get Dashboard Analytics,401,Unauthorized,API Operations 2-1,text,false,,260,246,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,7,0,0
1770026216887,3,Login User (API Ops),400,Bad Request,API Operations 2-1,text,false,,274,362,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,3,0,0
1770026216891,2,Get Projects,401,Unauthorized,API Operations 2-1,text,false,,260,235,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,2,0,0
1770026216894,2,Get Tasks,401,Unauthorized,API Operations 2-1,text,false,,260,232,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,2,0,0
1770026216897,1,Get Dashboard Analytics,401,Unauthorized,API Operations 2-1,text,false,,260,246,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,1,0,0
1770026216899,2,Login User (API Ops),400,Bad Request,API Operations 2-1,text,false,,274,362,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,2,0,0
1770026216902,2,Get Projects,401,Unauthorized,API Operations 2-1,text,false,,260,235,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,2,0,0
1770026216904,2,Get Tasks,401,Unauthorized,API Operations 2-1,text,false,,260,232,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,2,0,0
1770026216907,1,Get Dashboard Analytics,401,Unauthorized,API Operations 2-1,text,false,,260,246,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,1,0,0
1770026216909,2,Login User (API Ops),400,Bad Request,API Operations 2-1,text,false,,274,362,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,2,0,0
